p_val,avg_log2FC,pct.1,pct.2,p_val_adj,target_guide,target_gene,n_cells,n_control_cells
0.531062399,0.015288161,0.109,0.093,1,ANK2_1_promoter,AP1AR,165,33829
0.005858502,0.019945032,0.042,0.015,1,ANK2_1_promoter,ALPK1,165,33829
0.873336374,-0.043402568,0.703,0.676,1,ANK2_1_promoter,LARP7,165,33829
3.36E-179,0.340092206,0.145,0.003,7.00E-175,ANK2_1_promoter,ANK2,165,33829
0.476918747,0.01338888,0.055,0.043,1,ANK2_1_promoter,TIFA,165,33829
0.834135796,-0.000638685,0,0,1,ANK2_1_promoter,NEUROG2,165,33829
0.829910001,0.001237003,0.079,0.074,1,ANK2_1_promoter,ZGRF1,165,33829
0.864294973,-0.000376281,0,0,1,ANK2_1_promoter,CAMK2D,165,33829
0.030126068,0.030344374,0.131,0.093,1,ANK2_10_promoter,AP1AR,321,33673
0.07299908,0.010386822,0.028,0.015,1,ANK2_10_promoter,ALPK1,321,33673
0.346258727,0.000957986,0.773,0.675,1,ANK2_10_promoter,LARP7,321,33673
1.45E-11,0.043322201,0.028,0.004,3.02E-07,ANK2_10_promoter,ANK2,321,33673
0.403784567,0.007220361,0.053,0.043,1,ANK2_10_promoter,TIFA,321,33673
0.769642793,-0.000641643,0,0,1,ANK2_10_promoter,NEUROG2,321,33673
0.200746214,-0.042824752,0.056,0.074,1,ANK2_10_promoter,ZGRF1,321,33673
0.811064729,-0.000378024,0,0,1,ANK2_10_promoter,CAMK2D,321,33673
0.403359158,0.025783002,0.109,0.093,1,ANK2_11_Flashfry_promoter,AP1AR,221,33773
0.39838523,0.007240519,0.023,0.016,1,ANK2_11_Flashfry_promoter,ALPK1,221,33773
0.464654399,-0.079760705,0.688,0.676,1,ANK2_11_Flashfry_promoter,LARP7,221,33773
0.001067743,0.022733186,0.018,0.004,1,ANK2_11_Flashfry_promoter,ANK2,221,33773
0.237898331,-0.03169524,0.027,0.043,1,ANK2_11_Flashfry_promoter,TIFA,221,33773
0.808326327,-0.000639743,0,0,1,ANK2_11_Flashfry_promoter,NEUROG2,221,33773
0.390469686,0.004959469,0.09,0.074,1,ANK2_11_Flashfry_promoter,ZGRF1,221,33773
0.843035773,-0.000376905,0,0,1,ANK2_11_Flashfry_promoter,CAMK2D,221,33773
0.377176459,-0.003114807,0.119,0.093,1,ANK2_12_Flashfry_promoter,AP1AR,135,33859
0.446765435,-0.010864474,0.007,0.016,1,ANK2_12_Flashfry_promoter,ALPK1,135,33859
0.62569374,0.034826047,0.748,0.676,1,ANK2_12_Flashfry_promoter,LARP7,135,33859
0.544147942,0.00694091,0.007,0.004,1,ANK2_12_Flashfry_promoter,ANK2,135,33859
0.225975993,-0.044282706,0.022,0.043,1,ANK2_12_Flashfry_promoter,TIFA,135,33859
0.849859753,-0.000638119,0,0,1,ANK2_12_Flashfry_promoter,NEUROG2,135,33859
0.279587913,-0.07015296,0.052,0.074,1,ANK2_12_Flashfry_promoter,ZGRF1,135,33859
0.877223251,-0.000375948,0,0,1,ANK2_12_Flashfry_promoter,CAMK2D,135,33859
0.228879971,0.021768603,0.118,0.093,1,ANK2_13_Flashfry_promoter,AP1AR,220,33774
0.050348983,0.026237954,0.032,0.015,1,ANK2_13_Flashfry_promoter,ALPK1,220,33774
0.949774057,-0.001633479,0.714,0.676,1,ANK2_13_Flashfry_promoter,LARP7,220,33774
0.025834218,0.020614186,0.014,0.004,1,ANK2_13_Flashfry_promoter,ANK2,220,33774
0.423417082,0.007289486,0.055,0.043,1,ANK2_13_Flashfry_promoter,TIFA,220,33774
0.808755253,-0.000639724,0,0,1,ANK2_13_Flashfry_promoter,NEUROG2,220,33774
0.489006443,-0.046818791,0.064,0.074,1,ANK2_13_Flashfry_promoter,ZGRF1,220,33774
0.84338951,-0.000376894,0,0,1,ANK2_13_Flashfry_promoter,CAMK2D,220,33774
0.51240055,-0.048117426,0.08,0.093,1,ANK2_14_Flashfry_promoter,AP1AR,174,33820
0.294520752,-0.018182062,0.006,0.016,1,ANK2_14_Flashfry_promoter,ALPK1,174,33820
0.223044545,-0.097266572,0.724,0.676,1,ANK2_14_Flashfry_promoter,LARP7,174,33820
0.006460483,0.021504458,0.017,0.004,1,ANK2_14_Flashfry_promoter,ANK2,174,33820
0.540918837,-0.035852757,0.034,0.043,1,ANK2_14_Flashfry_promoter,TIFA,174,33820
0.829711611,-0.000638855,0,0,1,ANK2_14_Flashfry_promoter,NEUROG2,174,33820
0.535201365,-0.042589739,0.063,0.074,1,ANK2_14_Flashfry_promoter,ZGRF1,174,33820
0.860654358,-0.000376381,0,0,1,ANK2_14_Flashfry_promoter,CAMK2D,174,33820
0.566458636,-0.057548678,0.083,0.093,1,ANK2_15_Flashfry_promoter,AP1AR,157,33837
0.762933683,-0.015519073,0.013,0.016,1,ANK2_15_Flashfry_promoter,ALPK1,157,33837
0.965310294,-0.049965954,0.694,0.676,1,ANK2_15_Flashfry_promoter,LARP7,157,33837
0.087560901,0.030546677,0.013,0.004,1,ANK2_15_Flashfry_promoter,ANK2,157,33837
0.730186525,-0.025649471,0.038,0.043,1,ANK2_15_Flashfry_promoter,TIFA,157,33837
0.838174042,-0.000638534,0,0,1,ANK2_15_Flashfry_promoter,NEUROG2,157,33837
0.617200647,-0.017893219,0.064,0.074,1,ANK2_15_Flashfry_promoter,ZGRF1,157,33837
0.867616801,-0.000376192,0,0,1,ANK2_15_Flashfry_promoter,CAMK2D,157,33837
0.999244024,-0.030313098,0.714,0.676,1,ANK2_16_Flashfry_promoter,LARP7,105,33889
0.510830976,-0.008878447,0,0.004,1,ANK2_16_Flashfry_promoter,ANK2,105,33889
0.867502704,-0.000637554,0,0,1,ANK2_16_Flashfry_promoter,NEUROG2,105,33889
0.144700932,0.018621038,0.114,0.074,1,ANK2_16_Flashfry_promoter,ZGRF1,105,33889
0.891711303,-0.000375615,0,0,1,ANK2_16_Flashfry_promoter,CAMK2D,105,33889
0.130257384,0.093272952,0.754,0.676,1,ANK2_17_Flashfry_promoter,LARP7,114,33880
0.431206426,0.01190211,0.009,0.004,1,ANK2_17_Flashfry_promoter,ANK2,114,33880
0.861966077,-0.000637723,0,0,1,ANK2_17_Flashfry_promoter,NEUROG2,114,33880
0.567529356,-0.041224025,0.061,0.074,1,ANK2_17_Flashfry_promoter,ZGRF1,114,33880
0.887166608,-0.000375715,0,0,1,ANK2_17_Flashfry_promoter,CAMK2D,114,33880
0.422145872,0.02272026,0.717,0.676,1,ANK2_18_Flashfry_promoter,LARP7,233,33761
0.962778636,-0.002867682,0.004,0.004,1,ANK2_18_Flashfry_promoter,ANK2,233,33761
0.803256014,-0.000639971,0,0,1,ANK2_18_Flashfry_promoter,NEUROG2,233,33761
0.008209131,0.058692711,0.12,0.074,1,ANK2_18_Flashfry_promoter,ZGRF1,233,33761
0.838853085,-0.000377039,0,0,1,ANK2_18_Flashfry_promoter,CAMK2D,233,33761
0.165912519,-0.064051229,0.653,0.676,1,ANK2_19_Flashfry_promoter,LARP7,118,33876
0.027812746,0.072984141,0.017,0.004,1,ANK2_19_Flashfry_promoter,ANK2,118,33876
0.859577232,-0.000637799,0,0,1,ANK2_19_Flashfry_promoter,NEUROG2,118,33876
0.923742076,-0.000929941,0.076,0.074,1,ANK2_19_Flashfry_promoter,ZGRF1,118,33876
0.885205232,-0.000375759,0,0,1,ANK2_19_Flashfry_promoter,CAMK2D,118,33876
0.860361749,-0.008729735,0.097,0.093,1,ANK2_2_promoter,AP1AR,403,33591
0.352886872,-0.014710775,0.01,0.016,1,ANK2_2_promoter,ALPK1,403,33591
0.141390456,-0.096535744,0.687,0.676,1,ANK2_2_promoter,LARP7,403,33591
0,0.246640029,0.124,0.003,0,ANK2_2_promoter,ANK2,403,33591
0.279127379,0.006172271,0.055,0.043,1,ANK2_2_promoter,TIFA,403,33591
0.742500313,-0.000643209,0,0,1,ANK2_2_promoter,NEUROG2,403,33591
0.897713736,-0.014388152,0.077,0.074,1,ANK2_2_promoter,ZGRF1,403,33591
0.788540525,-0.000378947,0,0,1,ANK2_2_promoter,CAMK2D,403,33591
0.029022905,0.042138084,0.16,0.093,1,ANK2_20_Flashfry_promoter,AP1AR,106,33888
0.609700571,-0.01186254,0.009,0.016,1,ANK2_20_Flashfry_promoter,ALPK1,106,33888
0.509178761,0.042137608,0.726,0.676,1,ANK2_20_Flashfry_promoter,LARP7,106,33888
0.508818675,-0.008878708,0,0.004,1,ANK2_20_Flashfry_promoter,ANK2,106,33888
0.562568289,-0.028993994,0.057,0.043,1,ANK2_20_Flashfry_promoter,TIFA,106,33888
0.866875855,-0.000637573,0,0,1,ANK2_20_Flashfry_promoter,NEUROG2,106,33888
0.256972341,0.02861561,0.104,0.074,1,ANK2_20_Flashfry_promoter,ZGRF1,106,33888
0.891196841,-0.000375626,0,0,1,ANK2_20_Flashfry_promoter,CAMK2D,106,33888
0.762917019,-0.009280375,0.082,0.093,1,ANK2_21_Flashfry_promoter,AP1AR,73,33921
0.282245336,-0.028244177,0,0.016,1,ANK2_21_Flashfry_promoter,ALPK1,73,33921
0.297822374,-0.118136824,0.616,0.676,1,ANK2_21_Flashfry_promoter,LARP7,73,33921
0.583697735,-0.008870097,0,0.004,1,ANK2_21_Flashfry_promoter,ANK2,73,33921
0.647266935,0.000903465,0.055,0.043,1,ANK2_21_Flashfry_promoter,TIFA,73,33921
0.889469587,-0.000636953,0,0,1,ANK2_21_Flashfry_promoter,NEUROG2,73,33921
0.840650405,-0.019257818,0.082,0.074,1,ANK2_21_Flashfry_promoter,ZGRF1,73,33921
0.909728147,-0.000375261,0,0,1,ANK2_21_Flashfry_promoter,CAMK2D,73,33921
0.490705312,-0.046848488,0.078,0.093,1,ANK2_22_Flashfry_promoter,AP1AR,141,33853
0.886924051,-0.009689623,0.014,0.016,1,ANK2_22_Flashfry_promoter,ALPK1,141,33853
0.812221999,0.005888738,0.695,0.676,1,ANK2_22_Flashfry_promoter,LARP7,141,33853
6.92E-13,0.099458419,0.043,0.004,1.44E-08,ANK2_22_Flashfry_promoter,ANK2,141,33853
0.230115954,0.042531299,0.064,0.043,1,ANK2_22_Flashfry_promoter,TIFA,141,33853
0.846581362,-0.000638232,0,0,1,ANK2_22_Flashfry_promoter,NEUROG2,141,33853
0.893166296,-0.00332722,0.071,0.074,1,ANK2_22_Flashfry_promoter,ZGRF1,141,33853
0.874529078,-0.000376015,0,0,1,ANK2_22_Flashfry_promoter,CAMK2D,141,33853
0.06013401,-0.113253594,0.035,0.093,1,ANK2_23_Flashfry_promoter,AP1AR,86,33908
0.771320064,-0.004884103,0.012,0.016,1,ANK2_23_Flashfry_promoter,ALPK1,86,33908
0.862676849,-0.073693753,0.709,0.676,1,ANK2_23_Flashfry_promoter,LARP7,86,33908
0.005296784,0.036866195,0.023,0.004,1,ANK2_23_Flashfry_promoter,ANK2,86,33908
0.698251539,-0.021650703,0.035,0.043,1,ANK2_23_Flashfry_promoter,TIFA,86,33908
0.880049176,-0.000637197,0,0,1,ANK2_23_Flashfry_promoter,NEUROG2,86,33908
0.026676172,0.064430041,0.14,0.074,1,ANK2_23_Flashfry_promoter,ZGRF1,86,33908
0.902004301,-0.000375405,0,0,1,ANK2_23_Flashfry_promoter,CAMK2D,86,33908
0.073489386,0.042632482,0.136,0.093,1,ANK2_24_Flashfry_promoter,AP1AR,162,33832
0.749903681,0.015158099,0.019,0.016,1,ANK2_24_Flashfry_promoter,ALPK1,162,33832
0.234467149,-0.130054545,0.667,0.676,1,ANK2_24_Flashfry_promoter,LARP7,162,33832
9.84E-153,0.246330436,0.136,0.003,2.05E-148,ANK2_24_Flashfry_promoter,ANK2,162,33832
0.457470145,0.006330934,0.056,0.043,1,ANK2_24_Flashfry_promoter,TIFA,162,33832
0.835638062,-0.000638628,0,0,1,ANK2_24_Flashfry_promoter,NEUROG2,162,33832
0.962691833,0.010378242,0.074,0.074,1,ANK2_24_Flashfry_promoter,ZGRF1,162,33832
0.865530857,-0.000376248,0,0,1,ANK2_24_Flashfry_promoter,CAMK2D,162,33832
0.184602989,-0.046548793,0.062,0.093,1,ANK2_25_Flashfry_promoter,AP1AR,162,33832
0.332270533,-0.018560232,0.006,0.016,1,ANK2_25_Flashfry_promoter,ALPK1,162,33832
0.345431057,-0.035311025,0.66,0.676,1,ANK2_25_Flashfry_promoter,LARP7,162,33832
0.675971322,0.004693577,0.006,0.004,1,ANK2_25_Flashfry_promoter,ANK2,162,33832
0.431324963,0.025615023,0.056,0.043,1,ANK2_25_Flashfry_promoter,TIFA,162,33832
0.835638062,-0.000638628,0,0,1,ANK2_25_Flashfry_promoter,NEUROG2,162,33832
0.722628061,0.02072538,0.08,0.074,1,ANK2_25_Flashfry_promoter,ZGRF1,162,33832
0.865530857,-0.000376248,0,0,1,ANK2_25_Flashfry_promoter,CAMK2D,162,33832
0.047310894,-0.097944608,0.044,0.093,1,ANK2_26_Flashfry_promoter,AP1AR,135,33859
0.437080501,-0.022892248,0.007,0.016,1,ANK2_26_Flashfry_promoter,ALPK1,135,33859
0.086180942,-0.163593425,0.622,0.676,1,ANK2_26_Flashfry_promoter,LARP7,135,33859
0.050276893,0.027251314,0.015,0.004,1,ANK2_26_Flashfry_promoter,ANK2,135,33859
0.22471153,-0.045411897,0.022,0.043,1,ANK2_26_Flashfry_promoter,TIFA,135,33859
0.849859753,-0.000638119,0,0,1,ANK2_26_Flashfry_promoter,NEUROG2,135,33859
0.714382901,-0.020209007,0.067,0.074,1,ANK2_26_Flashfry_promoter,ZGRF1,135,33859
0.877223251,-0.000375948,0,0,1,ANK2_26_Flashfry_promoter,CAMK2D,135,33859
0.771849234,0.008802192,0.101,0.093,1,ANK2_27_Flashfry_promoter,AP1AR,129,33865
0.478157572,-0.006638545,0.008,0.016,1,ANK2_27_Flashfry_promoter,ALPK1,129,33865
0.905719408,-0.035655156,0.682,0.676,1,ANK2_27_Flashfry_promoter,LARP7,129,33865
0.465943042,-0.008884719,0,0.004,1,ANK2_27_Flashfry_promoter,ANK2,129,33865
0.320007466,0.003615571,0.062,0.043,1,ANK2_27_Flashfry_promoter,TIFA,129,33865
0.85321376,-0.000638006,0,0,1,ANK2_27_Flashfry_promoter,NEUROG2,129,33865
0.065429574,-0.069728494,0.031,0.074,1,ANK2_27_Flashfry_promoter,ZGRF1,129,33865
0.879978879,-0.000375881,0,0,1,ANK2_27_Flashfry_promoter,CAMK2D,129,33865
0.507121472,0.025302659,0.112,0.093,1,ANK2_28_Flashfry_promoter,AP1AR,107,33887
0.797042363,0.001002089,0.019,0.016,1,ANK2_28_Flashfry_promoter,ALPK1,107,33887
0.521908762,-0.012798034,0.645,0.676,1,ANK2_28_Flashfry_promoter,LARP7,107,33887
0.396262728,0.000772734,0.009,0.004,1,ANK2_28_Flashfry_promoter,ANK2,107,33887
0.753112008,-0.022182551,0.037,0.043,1,ANK2_28_Flashfry_promoter,TIFA,107,33887
0.866252018,-0.000637592,0,0,1,ANK2_28_Flashfry_promoter,NEUROG2,107,33887
0.032930629,0.047833627,0.131,0.074,1,ANK2_28_Flashfry_promoter,ZGRF1,107,33887
0.89068483,-0.000375637,0,0,1,ANK2_28_Flashfry_promoter,CAMK2D,107,33887
0.084292672,0.020011402,0.133,0.093,1,ANK2_29_Flashfry_promoter,AP1AR,188,33806
0.255108317,-0.01916855,0.005,0.016,1,ANK2_29_Flashfry_promoter,ALPK1,188,33806
0.10318004,0.059365284,0.761,0.676,1,ANK2_29_Flashfry_promoter,LARP7,188,33806
0.010669825,0.01699673,0.016,0.004,1,ANK2_29_Flashfry_promoter,ANK2,188,33806
0.255978395,-0.035142044,0.027,0.043,1,ANK2_29_Flashfry_promoter,TIFA,188,33806
0.82305821,-0.000639119,0,0,1,ANK2_29_Flashfry_promoter,NEUROG2,188,33806
0.683627042,-0.03144447,0.085,0.074,1,ANK2_29_Flashfry_promoter,ZGRF1,188,33806
0.855176655,-0.000376537,0,0,1,ANK2_29_Flashfry_promoter,CAMK2D,188,33806
0.710071948,-0.015262058,0.1,0.093,1,ANK2_3_promoter,AP1AR,469,33525
0.906682581,-0.003848611,0.015,0.016,1,ANK2_3_promoter,ALPK1,469,33525
0.998528769,-0.024513769,0.704,0.676,1,ANK2_3_promoter,LARP7,469,33525
9.43E-06,0.023141805,0.017,0.004,0.196608594,ANK2_3_promoter,ANK2,469,33525
0.150650426,-0.026683772,0.03,0.043,1,ANK2_3_promoter,TIFA,469,33525
0.722746849,-0.000644475,0,0,1,ANK2_3_promoter,NEUROG2,469,33525
0.15653612,-0.036597559,0.058,0.074,1,ANK2_3_promoter,ZGRF1,469,33525
0.77209335,-0.000379693,0,0,1,ANK2_3_promoter,CAMK2D,469,33525
0.590486487,-0.009690312,0.106,0.093,1,ANK2_30_Flashfry_promoter,AP1AR,265,33729
0.664283337,0.007049794,0.019,0.016,1,ANK2_30_Flashfry_promoter,ALPK1,265,33729
0.396781532,0.005631995,0.725,0.676,1,ANK2_30_Flashfry_promoter,LARP7,265,33729
0.937324915,0.001106876,0.004,0.004,1,ANK2_30_Flashfry_promoter,ANK2,265,33729
0.285634215,-0.033011678,0.03,0.043,1,ANK2_30_Flashfry_promoter,TIFA,265,33729
0.79036663,-0.000640578,0,0,1,ANK2_30_Flashfry_promoter,NEUROG2,265,33729
0.568781931,0.012142151,0.083,0.074,1,ANK2_30_Flashfry_promoter,ZGRF1,265,33729
0.828209977,-0.000377397,0,0,1,ANK2_30_Flashfry_promoter,CAMK2D,265,33729
0.144964726,0.024501387,0.114,0.093,1,ANK2_4_promoter,AP1AR,440,33554
0.961516922,-0.004071859,0.016,0.016,1,ANK2_4_promoter,ALPK1,440,33554
0.797741856,-0.025660907,0.707,0.676,1,ANK2_4_promoter,LARP7,440,33554
4.65E-12,0.048712666,0.025,0.004,9.69E-08,ANK2_4_promoter,ANK2,440,33554
0.207932904,-0.042346601,0.032,0.043,1,ANK2_4_promoter,TIFA,440,33554
0.731228217,-0.000643918,0,0,1,ANK2_4_promoter,NEUROG2,440,33554
0.755550551,-0.018115446,0.08,0.074,1,ANK2_4_promoter,ZGRF1,440,33554
0.779161124,-0.000379365,0,0,1,ANK2_4_promoter,CAMK2D,440,33554
0.99964416,-0.038786135,0.097,0.093,1,ANK2_5_promoter,AP1AR,269,33725
0.374787773,0.008476245,0.022,0.016,1,ANK2_5_promoter,ALPK1,269,33725
0.254738704,0.019259094,0.736,0.676,1,ANK2_5_promoter,LARP7,269,33725
0.000183579,0.031849766,0.019,0.004,1,ANK2_5_promoter,ANK2,269,33725
0.837201767,-0.010750846,0.041,0.043,1,ANK2_5_promoter,TIFA,269,33725
0.788814095,-0.000640654,0,0,1,ANK2_5_promoter,NEUROG2,269,33725
0.326446735,-0.043778715,0.059,0.074,1,ANK2_5_promoter,ZGRF1,269,33725
0.826926983,-0.000377442,0,0,1,ANK2_5_promoter,CAMK2D,269,33725
0.665727701,0.045011209,0.108,0.093,1,ANK2_6_promoter,AP1AR,74,33920
0.415053297,0.036913466,0.027,0.016,1,ANK2_6_promoter,ALPK1,74,33920
0.058145952,-0.259718453,0.622,0.676,1,ANK2_6_promoter,LARP7,74,33920
8.62E-07,0.072678942,0.041,0.004,0.017962003,ANK2_6_promoter,ANK2,74,33920
0.467814542,-0.05536566,0.027,0.043,1,ANK2_6_promoter,TIFA,74,33920
0.888716092,-0.000636972,0,0,1,ANK2_6_promoter,NEUROG2,74,33920
0.79415743,-0.033404191,0.068,0.074,1,ANK2_6_promoter,ZGRF1,74,33920
0.909110481,-0.000375272,0,0,1,ANK2_6_promoter,CAMK2D,74,33920
0.14367177,0.038361597,0.137,0.093,1,ANK2_7_promoter,AP1AR,102,33892
0.260820433,0.017590586,0.029,0.016,1,ANK2_7_promoter,ALPK1,102,33892
0.512933017,0.021019328,0.696,0.676,1,ANK2_7_promoter,LARP7,102,33892
6.06E-05,0.041369007,0.029,0.004,1,ANK2_7_promoter,ANK2,102,33892
0.192272133,0.065196862,0.069,0.043,1,ANK2_7_promoter,TIFA,102,33892
0.869401755,-0.000637498,0,0,1,ANK2_7_promoter,NEUROG2,102,33892
0.017885488,0.072587449,0.137,0.074,1,ANK2_7_promoter,ZGRF1,102,33892
0.893269755,-0.000375582,0,0,1,ANK2_7_promoter,CAMK2D,102,33892
0.132924114,-0.050603771,0.074,0.093,1,ANK2_8_promoter,AP1AR,470,33524
0.32633334,-0.000779641,0.021,0.015,1,ANK2_8_promoter,ALPK1,470,33524
0.143493754,-0.090545301,0.694,0.676,1,ANK2_8_promoter,LARP7,470,33524
0.024625547,0.019536035,0.011,0.004,1,ANK2_8_promoter,ANK2,470,33524
0.572232677,-0.005277811,0.049,0.043,1,ANK2_8_promoter,TIFA,470,33524
0.722459533,-0.000644494,0,0,1,ANK2_8_promoter,NEUROG2,470,33524
0.213680002,0.022974347,0.089,0.074,1,ANK2_8_promoter,ZGRF1,470,33524
0.001345845,0.002906567,0.002,0,1,ANK2_8_promoter,CAMK2D,470,33524
0.156534506,-0.052809767,0.075,0.093,1,ANK2_9_promoter,AP1AR,439,33555
0.471350593,-0.012557954,0.011,0.016,1,ANK2_9_promoter,ALPK1,439,33555
0.695251627,-0.053276997,0.706,0.676,1,ANK2_9_promoter,LARP7,439,33555
6.44E-10,0.038332514,0.023,0.004,1.34E-05,ANK2_9_promoter,ANK2,439,33555
0.18264353,0.000285281,0.057,0.043,1,ANK2_9_promoter,TIFA,439,33555
0.731525997,-0.000643899,0,0,1,ANK2_9_promoter,NEUROG2,439,33555
0.975551608,-0.005686066,0.075,0.074,1,ANK2_9_promoter,ZGRF1,439,33555
0.779409105,-0.000379354,0,0,1,ANK2_9_promoter,CAMK2D,439,33555
0,0.431358687,0.177,0,0,ANO5_31_TSS_pos_ctrl,ANO5,192,33802
0.811696667,-0.000534617,0,0,1,ANO5_31_TSS_pos_ctrl,GAS2,192,33802
0.957737172,-0.029055918,0.068,0.067,1,ANO5_31_TSS_pos_ctrl,FANCF,192,33802
0.072971475,0.063427017,0.849,0.8,1,ANO5_31_TSS_pos_ctrl,SVIP,192,33802
0.983439772,-0.007119172,0.114,0.113,1,BCL11A_32_promoter,PAPOLG,176,33818
0.76491053,-0.047444885,0.239,0.242,1,BCL11A_32_promoter,REL,176,33818
0.105643626,-0.078135926,0.085,0.125,1,BCL11A_32_promoter,PEX13,176,33818
0.015345991,-0.079274452,0.017,0.061,1,BCL11A_32_promoter,KIAA1841,176,33818
0.859858435,-0.000407153,0,0,1,BCL11A_32_promoter,C2orf74,176,33818
6.98E-116,0.205911852,0.119,0.004,1.45E-111,BCL11A_32_promoter,BCL11A,176,33818
0.982502381,-0.023693125,0.051,0.05,1,BCL11A_32_promoter,PUS10,176,33818
0.2448504,0.084581647,0.432,0.387,1,BCL11A_32_promoter,USP34,176,33818
0.034558216,-0.151678767,0.71,0.733,1,BCL11A_32_promoter,XPO1,176,33818
0.506416781,0.0076587,0.134,0.113,1,BCL11A_33_promoter,PAPOLG,142,33852
0.871511209,-0.057786302,0.254,0.241,1,BCL11A_33_promoter,REL,142,33852
0.763407113,-5.03E-05,0.134,0.124,1,BCL11A_33_promoter,PEX13,142,33852
0.197156305,-0.050714456,0.035,0.061,1,BCL11A_33_promoter,KIAA1841,142,33852
0.874085746,-0.000406744,0,0,1,BCL11A_33_promoter,C2orf74,142,33852
5.81E-26,0.100050377,0.063,0.004,1.21E-21,BCL11A_33_promoter,BCL11A,142,33852
0.641081461,-0.040126813,0.042,0.05,1,BCL11A_33_promoter,PUS10,142,33852
0.816381042,-0.044446795,0.394,0.388,1,BCL11A_33_promoter,USP34,142,33852
0.339645733,-0.126133403,0.761,0.733,1,BCL11A_33_promoter,XPO1,142,33852
0.371827331,0.015010761,0.137,0.113,1,BCL11A_34_promoter,PAPOLG,168,33826
0.570263991,0.040474669,0.256,0.241,1,BCL11A_34_promoter,REL,168,33826
0.374317714,0.021334827,0.149,0.124,1,BCL11A_34_promoter,PEX13,168,33826
0.177591754,-0.024222268,0.036,0.061,1,BCL11A_34_promoter,KIAA1841,168,33826
0.863070461,-0.000407057,0,0,1,BCL11A_34_promoter,C2orf74,168,33826
4.06E-79,0.17421886,0.101,0.004,8.46E-75,BCL11A_34_promoter,BCL11A,168,33826
0.369404548,0.007636301,0.065,0.05,1,BCL11A_34_promoter,PUS10,168,33826
0.323146392,-0.068366981,0.357,0.388,1,BCL11A_34_promoter,USP34,168,33826
0.325116753,-0.041199122,0.72,0.733,1,BCL11A_34_promoter,XPO1,168,33826
0.775833513,-0.024833402,0.113,0.113,1,BCL11A_35_promoter,PAPOLG,1370,32624
0.752618614,-0.018933401,0.253,0.241,1,BCL11A_35_promoter,REL,1370,32624
0.250987648,0.005161627,0.136,0.124,1,BCL11A_35_promoter,PEX13,1370,32624
0.294344688,-0.003833937,0.068,0.06,1,BCL11A_35_promoter,KIAA1841,1370,32624
0.615714116,-0.000422052,0,0,1,BCL11A_35_promoter,C2orf74,1370,32624
4.45E-05,0.016395109,0.012,0.004,0.927744091,BCL11A_35_promoter,BCL11A,1370,32624
0.840999358,-0.004662459,0.051,0.05,1,BCL11A_35_promoter,PUS10,1370,32624
0.833273954,-0.024522199,0.399,0.387,1,BCL11A_35_promoter,USP34,1370,32624
9.43E-05,-0.119036258,0.747,0.732,1,BCL11A_35_promoter,XPO1,1370,32624
0.383063077,0.017664439,0.131,0.113,1,BCL11A_36_promoter,PAPOLG,267,33727
0.382584312,0.056319957,0.262,0.241,1,BCL11A_36_promoter,REL,267,33727
0.404914999,-0.040375616,0.109,0.124,1,BCL11A_36_promoter,PEX13,267,33727
0.345019829,0.01451564,0.075,0.06,1,BCL11A_36_promoter,KIAA1841,267,33727
0.827567248,-0.000408252,0,0,1,BCL11A_36_promoter,C2orf74,267,33727
4.36E-98,0.202787186,0.09,0.004,9.09E-94,BCL11A_36_promoter,BCL11A,267,33727
0.230428274,-0.025228954,0.034,0.05,1,BCL11A_36_promoter,PUS10,267,33727
0.119465885,0.049455024,0.449,0.387,1,BCL11A_36_promoter,USP34,267,33727
0.896204347,-0.019270775,0.719,0.733,1,BCL11A_36_promoter,XPO1,267,33727
0.573189319,-0.050710704,0.105,0.113,1,BCL11A_37_promoter,PAPOLG,219,33775
0.291559156,-0.006692958,0.288,0.241,1,BCL11A_37_promoter,REL,219,33775
0.537028262,0.024600238,0.137,0.124,1,BCL11A_37_promoter,PEX13,219,33775
0.4907231,-0.035363254,0.05,0.061,1,BCL11A_37_promoter,KIAA1841,219,33775
0.84374407,-0.000407671,0,0,1,BCL11A_37_promoter,C2orf74,219,33775
3.94E-16,0.055950455,0.041,0.004,8.21E-12,BCL11A_37_promoter,BCL11A,219,33775
0.347216235,-0.039828856,0.037,0.05,1,BCL11A_37_promoter,PUS10,219,33775
0.735295673,-0.092617942,0.411,0.388,1,BCL11A_37_promoter,USP34,219,33775
0.807647545,-0.063172227,0.785,0.733,1,BCL11A_37_promoter,XPO1,219,33775
0.066025407,0.173690534,0.219,0.113,1,BCL11A_38_Flashfry_promoter,PAPOLG,32,33962
0.555886601,-0.155909416,0.219,0.242,1,BCL11A_38_Flashfry_promoter,REL,32,33962
0.26897451,-0.134152155,0.062,0.124,1,BCL11A_38_Flashfry_promoter,PEX13,32,33962
0.454715453,0.021885952,0.094,0.06,1,BCL11A_38_Flashfry_promoter,KIAA1841,32,33962
0.940371585,-0.000405427,0,0,1,BCL11A_38_Flashfry_promoter,C2orf74,32,33962
1.49E-24,0.251002227,0.125,0.004,3.10E-20,BCL11A_38_Flashfry_promoter,BCL11A,32,33962
0.637143946,-0.029708655,0.031,0.05,1,BCL11A_38_Flashfry_promoter,PUS10,32,33962
0.682569036,0.099138826,0.406,0.388,1,BCL11A_38_Flashfry_promoter,USP34,32,33962
